tpre,tpost,prior_low,prior_high,post_low,post_high,tobs,yobs,ytrue_prior,ytrue_post,dose_1,dose_2
66.5,186.5,0.1257606,0.22747340000000005,0.15348889999999998,0.2182592,114.5857620471279,0.30028183848824597,0.2187127060618298,0.16101877705902828,12.78,15
67.0,187.0,0.1149802,0.2132127,0.14259130000000003,0.2054965,114.5857620471279,0.30028183848824597,0.2033012794226937,0.14967270242287803,12.78,15
67.5,187.5,0.10505540000000001,0.19880570000000003,0.13211869999999998,0.1930908,114.5857620471279,0.30028183848824597,0.18887069435934012,0.13904873776432186,12.78,15
68.0,188.0,0.09589001,0.18552730000000003,0.1225851,0.1820354,114.5857620471279,0.30028183848824597,0.17539840571082543,0.12913028382666125,12.78,15
68.5,188.5,0.08720697,0.1733557,0.11309690000000001,0.1717312,114.5857620471279,0.30028183848824597,0.16284563511080175,0.11988879075079771,12.78,15
69.0,189.0,0.07914499,0.16353450000000003,0.10437010000000001,0.162157,114.5857620471279,0.30028183848824597,0.15116516563678956,0.11128949641080887,12.78,15
69.5,189.5,0.07169944,0.15430260000000004,0.09637812,0.1527159,114.5857620471279,0.30028183848824597,0.1403061171054116,0.10329494193125932,12.78,15
70.0,190.0,0.06507119,0.14521360000000003,0.08873811,0.1445253,114.5857620471279,0.30028183848824597,0.13021683132298675,0.09586709577273402,12.78,15
70.5,190.5,0.05900777,0.13675650000000003,0.08175447999999999,0.136913,114.5857620471279,0.30028183848824597,0.12084657699217767,0.08896860886026006,12.78,15
71.0,191.0,0.05351,0.12866890000000006,0.07519881,0.1298976,114.5857620471279,0.30028183848824597,0.11214652007874817,0.08256352895116273,12.78,15
71.5,191.5,0.04855793,0.12069870000000003,0.06885868,0.12296570000000001,114.5857620471279,0.30028183848824597,0.10407023948921715,0.07661768026573051,12.78,15
72.0,192.0,0.043756960000000004,0.11383480000000001,0.06302397,0.11657020000000001,114.5857620471279,0.30028183848824597,0.09657396356257364,0.07109883758436814,12.78,15
72.5,192.5,0.13838989999999998,0.2674273,0.1485689,0.2404173,114.5857620471279,0.30028183848824597,0.23452920781913122,0.17265999283165373,12.78,15
73.0,193.0,0.17547100000000002,0.35557960000000005,0.1852311,0.31669659999999994,114.5857620471279,0.30028183848824597,0.30878320402820814,0.22732492284077394,12.78,15
73.5,193.5,0.19463960000000002,0.3851806,0.2058421,0.3505308,114.5857620471279,0.30028183848824597,0.3438699865135252,0.25315534296541686,12.78,15
74.0,194.0,0.20316990000000001,0.38912800000000003,0.2157928,0.35851869999999997,114.5857620471279,0.30028183848824597,0.3551570449731991,0.2614646481142486,12.78,15
74.5,194.5,0.2043372,0.3772911,0.2189335,0.35174829999999996,114.5857620471279,0.30028183848824597,0.3522505684614681,0.2593248200612483,12.78,15
75.0,195.0,0.20109760000000002,0.3592039000000001,0.2175661,0.33781459999999996,114.5857620471279,0.30028183848824597,0.3411370918392578,0.251143086612532,12.78,15
75.5,195.5,0.1928706,0.339812,0.212579,0.32055,114.5857620471279,0.30028183848824597,0.32553033190587216,0.23965344919034523,12.78,15
76.0,196.0,0.1830337,0.32016150000000004,0.2049332,0.30241869999999993,114.5857620471279,0.30028183848824597,0.30771809041590004,0.22654016454780257,12.78,15
76.5,196.5,0.1712435,0.30009490000000005,0.1959072,0.28412740000000003,114.5857620471279,0.30028183848824597,0.2890947075385616,0.21282973179506023,12.78,15
77.0,197.0,0.15944380000000002,0.27988240000000003,0.18584889999999998,0.2657093,114.5857620471279,0.30028183848824597,0.27049573807619987,0.19913727775534673,12.78,15
77.5,197.5,0.1484411,0.26023900000000005,0.1751,0.2489294,114.5857620471279,0.30028183848824597,0.2524082388648772,0.18582136849004235,12.78,15
78.0,198.0,0.1366333,0.243399,0.16450379999999998,0.2330773,114.5857620471279,0.30028183848824597,0.23510282922220982,0.1730812309064172,12.78,15
78.5,198.5,0.1257606,0.22764010000000004,0.153478,0.2182536,114.5857620471279,0.30028183848824597,0.21871656021099956,0.16101776029684342,12.78,15
79.0,199.0,0.1149802,0.2132302,0.14259100000000002,0.2054309,114.5857620471279,0.30028183848824597,0.20330485582829627,0.14967175893215823,12.78,15
79.5,199.5,0.1050563,0.19881850000000004,0.1321183,0.19308689999999998,114.5857620471279,0.30028183848824597,0.1888740130365555,0.13904786226486718,12.78,15
80.0,200.0,0.09589011,0.1855297,0.122564,0.1820334,114.5857620471279,0.30028183848824597,0.1754014852324691,0.12912947141878162,12.78,15
80.5,200.5,0.08720708,0.17343940000000002,0.11309690000000001,0.1717085,114.5857620471279,0.30028183848824597,0.16284849271126675,0.11988803688789197,12.78,15
81.0,201.0,0.079145,0.1635365,0.10437010000000001,0.1621307,114.5857620471279,0.30028183848824597,0.15116781730849785,0.11128879687391995,12.78,15
81.5,201.5,0.07169945,0.15431240000000002,0.09637108999999999,0.1527137,114.5857620471279,0.30028183848824597,0.14030857768831487,0.10329429280546304,12.78,15
82.0,202.0,0.06507119,0.1452522,0.08873800000000001,0.144511,114.5857620471279,0.30028183848824597,0.13021911458761748,0.09586649342522946,12.78,15
82.5,202.5,0.05900786,0.13677140000000002,0.08175402,0.1369009,114.5857620471279,0.30028183848824597,0.12084869571671528,0.08896804992003873,12.78,15
